0.000000000192015571400000000000,m,,,,
7294.299541360000000000000000000000,,,,,
0.000000000000000000000000006645,kg,,,,
0.000000000597192009700000000000,J,,,,
3727.379378000000000000000000000000,MeV,,,,
4.001506179127000000000000000000,u,,,,
0.004001506179127000000000000000,kg*mol^-1,,,,
3.972599689070000000000000000000,,,,,
0.000000000100001495000000000000,m,,,,
0.000000000000000000000000001661,kg,,,,
0.000000000149241806200000000000,J,,,,
931.494095400000000000000000000000,MeV,,,,
931494095.400000000000000000000000000000,eV,,,,
34231776.902000000000000000000000000000,E_h,,,,
225234272060000000000000.000000000000000000000000000000,Hz,,,,
751300661660000.000000000000000000000000000000,m^-1,,,,
0.000000000149241806200000000000,J,,,,
10809543800000.000000000000000000000000000000,K,,,,
0.000000000000000000000000001661,kg,,,,
0.000000000000000000000000000000,C^3*m^3*J^-2,,,,
0.000000000000000000000000000000,C^4*m^4*J^-3,,,,
0.000000000000000000000000000000,J*s,,,,
0.000000000000000000160217662080,C,,,,
1081202377000.000000000000000000000000000000,C*m^-3,,,,
0.006623618183000000000000000000,A,,,,
0.000000000000000000000000000008,C*m,,,,
514220670700.000000000000000000000000000000,V*m^-1,,,,
9717362356000000000000.000000000000000000000000000000,V*m^-2,,,,
0.000000000000000000000000000000,C^2*m^2*J^-1,,,,
27.211386020000000000000000000000,V,,,,
0.000000000000000000000000000000,C*m^2,,,,
0.000000000000000004359744650000,J,,,,
0.000000082387233600000000000000,N,,,,
0.000000000052917721067000000000,m,,,,
0.000000000000000000000018548020,J*T^-1,,,,
235051.755000000000000000000000000000,T,,,,
0.000000000000000000000000000079,J*T^-2,,,,
0.000000000000000000000000000001,kg,,,,
0.000000000000000000000001992852,kg*m*s^-1,,,,
0.000000000111265005600000000000,F*m^-1,,,,
0.000000000000000024188843265090,s,,,,
2187691.262770000000000000000000000000,m*s^-1,,,,
602214085700000000000000.000000000000000000000000000000,mol^-1,,,,
0.000000000000000000000009274010,J*T^-1,,,,
0.000057883818012000000000000000,eV*T^-1,,,,
13996245042.000000000000000000000000000000,Hz*T^-1,,,,
46.686448140000000000000000000000,m^-1*T^-1,,,,
0.671714050000000000000000000000,K*T^-1,,,,
0.000000000052917721067000000000,m,,,,
0.000000000000000000000013806485,J*K^-1,,,,
0.000086173303000000000000000000,eV*K^-1,,,,
20836612000.000000000000000000000000000000,Hz*K^-1,,,,
69.503457000000000000000000000000,m^-1*K^-1,,,,
0.000000000000002817940322700000,m,,,,
0.000000000002426310236700000000,m,,,,
